Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
Vishwavidyalaya,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,207
Noida City Centre,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,556
Noida City Centre,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,614
MG Road,Wednesday,Evening(4PM - 8PM),Rainy,No,Yes,581
Central Secretariat,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,623
Rohini West,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,244
Rajiv Chowk,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,759
Lajpat Nagar,Saturday,Night(9PM - 11PM),Clear,Yes,No,50
Vishwavidyalaya,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,609
Saket,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,636
Saket,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,471
Saket,Tuesday,Night(9PM - 11PM),Clear,Yes,No,301
Karol Bagh,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,280
Hauz Khas,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,641
Dwarka Sector 21,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,487
Inderlok,Saturday,Morning(7PM - 10 AM),Clear,No,No,93
Kashmere Gate,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,723
MG Road,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,387
Dwarka Sector 21,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,556
Kashmere Gate,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,No,942
MG Road,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,273
Inderlok,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,277
Lajpat Nagar,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,540
Rohini West,Thursday,Morning(7PM - 10 AM),Cloudy,No,Yes,455
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,345
Dwarka Sector 21,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,585
Inderlok,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,558
Vishwavidyalaya,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,536
Vishwavidyalaya,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,632
Noida City Centre,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,233
Inderlok,Monday,Morning(7PM - 10 AM),Cloudy,No,Yes,440
Vishwavidyalaya,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,576
Vishwavidyalaya,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,316
Rohini West,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,281
Saket,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,451
Hauz Khas,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,648
Vaishali,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,567
Rohini West,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,498
Hauz Khas,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,611
MG Road,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,251
Noida City Centre,Friday,Night(9PM - 11PM),Rainy,No,Yes,602
Dwarka Sector 21,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,520
Karol Bagh,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,314
Chandni Chowk,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,427
MG Road,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,317
Rajiv Chowk,Friday,Night(9PM - 11PM),Rainy,No,Yes,1157
Hauz Khas,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,196
Rajiv Chowk,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,1037
Mayur Vihar,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,626
Hauz Khas,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,632
Rohini West,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,247
Central Secretariat,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,620
New Delhi,Friday,Morning(7PM - 10 AM),Cloudy,Yes,No,886
Rohini West,Wednesday,Evening(4PM - 8PM),Clear,Yes,No,298
Vishwavidyalaya,Wednesday,Evening(4PM - 8PM),Foggy,No,Yes,586
Rajiv Chowk,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,841
Rajiv Chowk,Thursday,Evening(4PM - 8PM),Cloudy,Yes,No,846
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,560
Central Secretariat,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,594
Chandni Chowk,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,526
MG Road,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,597
Lajpat Nagar,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,459
Shivaji Stadium,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,530
Lajpat Nagar,Saturday,Morning(7PM - 10 AM),Clear,Yes,No,50
Hauz Khas,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,621
Shivaji Stadium,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,579
Dwarka Sector 21,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,167
Botanical Garden,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,296
Rajiv Chowk,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,No,950
Yamuna Bank,Friday,Morning(7PM - 10 AM),Cloudy,No,Yes,547
MG Road,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,211
Mayur Vihar,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,476
Kashmere Gate,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,674
MG Road,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,622
Chandni Chowk,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,333
Yamuna Bank,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,592
Noida City Centre,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,616
Karol Bagh,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,563
MG Road,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,373
Kashmere Gate,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,838
Rohini West,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,490
Karol Bagh,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,519
Karol Bagh,Friday,Night(9PM - 11PM),Clear,Yes,No,369
Botanical Garden,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,502
New Delhi,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,1090
Inderlok,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,603
Karol Bagh,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,272
Karol Bagh,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,428
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,132
Rajiv Chowk,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,679
Karol Bagh,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,391
Hauz Khas,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,515
Yamuna Bank,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,161
Noida City Centre,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,537
Noida City Centre,Tuesday,Evening(4PM - 8PM),Cloudy,No,Yes,403
Rohini West,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,357
Saket,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,204
Hauz Khas,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,545
Botanical Garden,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,291
Yamuna Bank,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,516
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,1066
Saket,Monday,Morning(7PM - 10 AM),Rainy,Yes,No,437
Rohini West,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,247
Mayur Vihar,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,606
Central Secretariat,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,391
Vaishali,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,726
Lajpat Nagar,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,268
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Clear,Yes,No,229
Saket,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,612
Saket,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,166
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,432
New Delhi,Sunday,Night(9PM - 11PM),Clear,Yes,No,493
Karol Bagh,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,557
MG Road,Sunday,Night(9PM - 11PM),Foggy,Yes,No,78
Noida City Centre,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,471
Saket,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,484
Dwarka Sector 21,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,704
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,No,50
Shivaji Stadium,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,564
Inderlok,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,387
Noida City Centre,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,506
Shivaji Stadium,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,458
Chandni Chowk,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,575
Shivaji Stadium,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,559
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Foggy,Yes,No,893
Mayur Vihar,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,196
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,509
Noida City Centre,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,573
Mayur Vihar,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,630
Chandni Chowk,Friday,Night(9PM - 11PM),Clear,Yes,Yes,580
Yamuna Bank,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,570
Vaishali,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,164
Rajiv Chowk,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,1010
Hauz Khas,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,492
Inderlok,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,337
Rohini West,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,525
Vishwavidyalaya,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,No,332
MG Road,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,565
Karol Bagh,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,250
Central Secretariat,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,394
Chandni Chowk,Monday,Afternoon(11AM - 2PM),Clear,Yes,No,320
Central Secretariat,Friday,Night(9PM - 11PM),Clear,Yes,No,254
Lajpat Nagar,Monday,Evening(4PM - 8PM),Rainy,No,Yes,571
Lajpat Nagar,Sunday,Night(9PM - 11PM),Cloudy,No,Yes,195
Vishwavidyalaya,Friday,Morning(7PM - 10 AM),Rainy,Yes,No,338
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,272
Shivaji Stadium,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,486
Rajiv Chowk,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,1027
Mayur Vihar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,244
Saket,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,410
Kashmere Gate,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1082
Noida City Centre,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,342
Karol Bagh,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,250
Rajiv Chowk,Thursday,Evening(4PM - 8PM),Cloudy,Yes,No,816
Karol Bagh,Monday,Morning(7PM - 10 AM),Rainy,No,Yes,555
Saket,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,520
Inderlok,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,472
Inderlok,Sunday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Kashmere Gate,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,764
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,235
Saket,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,164
Saket,Sunday,Evening(4PM - 8PM),Rainy,Yes,No,126
Noida City Centre,Sunday,Morning(7PM - 10 AM),Foggy,Yes,No,120
New Delhi,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,1059
Saket,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,204
Dwarka Sector 21,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,603
Hauz Khas,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,540
Saket,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,340
Yamuna Bank,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,668
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,877
Mayur Vihar,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,601
Dwarka Sector 21,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,495
Chandni Chowk,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,562
Hauz Khas,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,525
Saket,Wednesday,Evening(4PM - 8PM),Foggy,Yes,No,406
Botanical Garden,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,493
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,698
Central Secretariat,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,459
Inderlok,Friday,Evening(4PM - 8PM),Rainy,No,No,464
Vaishali,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,594
Central Secretariat,Friday,Evening(4PM - 8PM),Foggy,Yes,No,429
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,536
Central Secretariat,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,229
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,207
New Delhi,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,1098
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Clear,Yes,No,50
Mayur Vihar,Wednesday,Evening(4PM - 8PM),Rainy,Yes,No,334
Vaishali,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,449
Dwarka Sector 21,Monday,Night(9PM - 11PM),Clear,Yes,Yes,398
Karol Bagh,Monday,Evening(4PM - 8PM),Foggy,Yes,Yes,558
Chandni Chowk,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,452
Vishwavidyalaya,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,498
Karol Bagh,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,602
Karol Bagh,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,426
Noida City Centre,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,560
Vishwavidyalaya,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,229
Rajiv Chowk,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,1046
Noida City Centre,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,560
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,952
Inderlok,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,571
Central Secretariat,Monday,Night(9PM - 11PM),Clear,Yes,Yes,520
Rohini West,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,365
Karol Bagh,Tuesday,Evening(4PM - 8PM),Clear,Yes,No,316
Saket,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,600
Hauz Khas,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,467
Botanical Garden,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,435
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,358
Rajiv Chowk,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,1082
Hauz Khas,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,303
Noida City Centre,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,686
Karol Bagh,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,483
Rohini West,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,504
Rajiv Chowk,Monday,Morning(7PM - 10 AM),Rainy,No,Yes,1077
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,536
Rajiv Chowk,Sunday,Evening(4PM - 8PM),Cloudy,No,Yes,718
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,503
Shivaji Stadium,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,573
Inderlok,Sunday,Afternoon(11AM - 2PM),Cloudy,No,Yes,98
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Clear,No,No,287
Shivaji Stadium,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,175
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,657
MG Road,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,465
Yamuna Bank,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,521
Yamuna Bank,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,435
Hauz Khas,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,395
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Foggy,Yes,No,445
Botanical Garden,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,293
MG Road,Thursday,Evening(4PM - 8PM),Clear,No,No,362
Karol Bagh,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,303
Kashmere Gate,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1118
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,484
Inderlok,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,474
Saket,Thursday,Morning(7PM - 10 AM),Foggy,Yes,No,426
Karol Bagh,Tuesday,Night(9PM - 11PM),Clear,Yes,No,235
Vaishali,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,628
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,499
Vishwavidyalaya,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,No,434
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Foggy,Yes,No,127
Dwarka Sector 21,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,540
Yamuna Bank,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,539
MG Road,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,678
Rohini West,Friday,Night(9PM - 11PM),Clear,Yes,Yes,540
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,155
Saket,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,345
Hauz Khas,Saturday,Night(9PM - 11PM),Foggy,No,Yes,323
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,207
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1089
Central Secretariat,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,642
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Rainy,No,Yes,597
Kashmere Gate,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,827
Saket,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,472
New Delhi,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1115
Karol Bagh,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,No,463
Hauz Khas,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,525
MG Road,Tuesday,Evening(4PM - 8PM),Rainy,Yes,No,413
Karol Bagh,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,305
Dwarka Sector 21,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,496
Vishwavidyalaya,Monday,Night(9PM - 11PM),Clear,Yes,Yes,464
Hauz Khas,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,484
Hauz Khas,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,509
Karol Bagh,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,401
Shivaji Stadium,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,664
New Delhi,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,974
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,641
Vaishali,Tuesday,Evening(4PM - 8PM),Cloudy,No,Yes,600
Shivaji Stadium,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,610
Vishwavidyalaya,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,554
Lajpat Nagar,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,566
Inderlok,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,256
New Delhi,Wednesday,Night(9PM - 11PM),Clear,Yes,No,836
Vaishali,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,No,384
Karol Bagh,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,214
Botanical Garden,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,352
Chandni Chowk,Sunday,Evening(4PM - 8PM),Clear,No,No,50
Vishwavidyalaya,Friday,Night(9PM - 11PM),Clear,Yes,No,358
Mayur Vihar,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,182
Inderlok,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,496
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Clear,No,Yes,218
MG Road,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,598
MG Road,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,159
Rohini West,Friday,Night(9PM - 11PM),Clear,Yes,Yes,478
Rohini West,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,572
Vishwavidyalaya,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,268
Vishwavidyalaya,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,197
Karol Bagh,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,655
Hauz Khas,Thursday,Night(9PM - 11PM),Cloudy,Yes,No,281
Saket,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,394
Botanical Garden,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,565
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,594
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,163
Central Secretariat,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,637
Dwarka Sector 21,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,574
Botanical Garden,Monday,Night(9PM - 11PM),Clear,Yes,No,351
Central Secretariat,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,565
Inderlok,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,292
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Cloudy,No,Yes,127
Noida City Centre,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,234
Yamuna Bank,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,548
Mayur Vihar,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,529
Mayur Vihar,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,582
Yamuna Bank,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,441
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,367
MG Road,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,665
Shivaji Stadium,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,703
Vaishali,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,243
MG Road,Thursday,Evening(4PM - 8PM),Rainy,No,Yes,471
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,527
Mayur Vihar,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,507
Karol Bagh,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,190
Saket,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,513
Central Secretariat,Monday,Night(9PM - 11PM),Cloudy,Yes,No,339
Inderlok,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,214
Lajpat Nagar,Thursday,Evening(4PM - 8PM),Cloudy,No,Yes,390
Hauz Khas,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,578
Hauz Khas,Monday,Evening(4PM - 8PM),Foggy,Yes,No,426
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,299
Saket,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,583
Lajpat Nagar,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,139
Kashmere Gate,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,982
Saket,Monday,Evening(4PM - 8PM),Foggy,Yes,Yes,649
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,609
Hauz Khas,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,516
Vaishali,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,588
Saket,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,599
Shivaji Stadium,Friday,Afternoon(11AM - 2PM),Cloudy,No,No,394
Hauz Khas,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,733
Dwarka Sector 21,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,No,257
Vaishali,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,540
Chandni Chowk,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,627
Saket,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,186
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,701
Saket,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,497
Karol Bagh,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,516
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,479
Kashmere Gate,Monday,Night(9PM - 11PM),Rainy,No,Yes,1080
Karol Bagh,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,492
Inderlok,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,120
MG Road,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,569
Botanical Garden,Sunday,Afternoon(11AM - 2PM),Clear,Yes,No,73
Dwarka Sector 21,Monday,Morning(7PM - 10 AM),Rainy,Yes,No,416
